Strain_id	name	contigs	genome_length	cds	kingdom	phylum	class	order	family	genus	species	genome_status
1233098.3	Aeromonas salmonicida subsp. achromogenes AS03	342	4452773	4288	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. achromogenes	WGS
1268236.3	Aeromonas molluscorum 848	309	4236171	4027	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas molluscorum	WGS
1282886.3	Aeromonas sp. MDS8	138	4841753	4783	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. MDS8	WGS
1283284.3	Tolumonas sp. BRL6-1	9	3632236	3359	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas lignilytica	WGS
129578.3	Oceanimonas baumannii strain ATCC 700832	70	3809332	3721	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas baumannii	WGS
1324960.19	Aeromonas salmonicida subsp. pectinolytica 34mel	1	5012649	4759	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. pectinolytica	Complete
1339227.3	Aeromonas sp. ZOR0001	170	4457373	3989	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ZOR0001	WGS
1339228.3	Aeromonas sp. ZOR0002	407	4578066	4146	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ZOR0002	WGS
1414654.3	Oceanisphaera psychrotolerans strain LAM-WHM-ZC	70	3819538	3822	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans	WGS
1416627.3	Oceanisphaera profunda strain SM1222	1	3508860	3223	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera profunda	Complete
1454008.3	Aeromonas hydrophila HZM	120	4451364	4066	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. HZM	WGS
1519205.3	Aeromonas sp. SCS5	42	4428764	4192	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. SCS5	WGS
1535536.3	Aeromonas sp. ANNP30	105	4781805	4625	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ANNP30	WGS
1535538.3	Aeromonas sp. ANP5	91	4775538	4599	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ANP5	WGS
1535548.3	Aeromonas sp. DNP9	75	4662933	4445	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. DNP9	WGS
1543375.3	Aeromonas sp. 4287D	376	4717507	4207	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas finlandiensis	WGS
1588629.3	Aeromonas sp. L_1B5_3	182	4840667	4701	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. L_1B5_3	WGS
1636606.3	Aeromonas sp. ASNIH1	3	5079402	4977	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH1	Complete
1636607.4	Aeromonas sp. ASNIH2	6	4864532	4736	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH2	Complete
1636608.3	Aeromonas sp. ASNIH3	4	5033911	4855	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH3	Complete
1636609.3	Aeromonas sp. ASNIH4	5	5480196	5296	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH4	Complete
1747384.3	Aeromonas sp. ARM81	140	4638584	4525	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ARM81	WGS
1758179.3	Aeromonas sp. ASNIH5	2	4783196	4549	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH5	Complete
1758188.3	Aeromonas sp. ASNIH6	132	5381872	5327	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH6	WGS
1895698.3	Aeromonas sp. 62-46	60	4467577	4265	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. 62-46	WGS
1903694.3	Oceanisphaera sp. AMac2203 strain AMac2203	1	2902896	2732	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera avium	Complete
1907416.3	Aeromonas sp. RU39B strain RU39B	37	4221297	4026	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. RU39B	WGS
1907417.3	Aeromonas sp. RU34C strain RU34C	23	4812501	4517	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. RU34C	WGS
1920107.3	Aeromonas sp. ASNIH7	2	4868657	4729	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH7	Complete
1920113.3	Aeromonas sp. ASNIH8	295	4855357	5015	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. ASNIH8	WGS
1921564.3	Aeromonas sp. YN13HZO-058	82	4581205	4321	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. YN13HZO-058	WGS
196024.16	Aeromonas dhakensis strain KN-Mc-6U21	1	4868053	4532	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	Complete
1978237.6	Tolumonas sp. strain SZUA-498	446	2717329	3021	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas sp.	WGS
1983805.3	Aeromonas sp. A35_P	264	4609787	4607	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. A35_P	WGS
2033032.4	Aeromonas sp. CA23	1	5099209	4881	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. CA23	Complete
2033033.3	Aeromonas sp. CU5	1	4615599	4261	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. CU5	Complete
2056850.3	Aeromonas sp. HMWF014	588	4397736	4874	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. HMWF014	WGS
2056851.3	Aeromonas sp. HMWF015	448	4658495	4822	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. HMWF015	WGS
2056852.3	Aeromonas sp. HMWF016	124	4523627	4412	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. HMWF016	WGS
2056853.3	Aeromonas sp. HMWF017	187	4461702	4349	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. HMWF017	WGS
2056869.3	Aeromonas sp. HMWF036	276	4455344	4441	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. HMWF036	WGS
2059724.3	Oceanimonas sp. 102-Na3	95	3372076	3142	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas marisflavi	WGS
2059725.3	Zobellella sp. 102-Py4	28	3936921	3688	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella	Zobellella maritima	WGS
208958.3	Aeromonas hydrophila subsp. ranae CIP 107985	107	4682559	4268	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila subsp. ranae	WGS
2116700.3	Zobellella sp. 59N8	61	4168059	3980	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella	Zobellella endophytica	WGS
218936.3	Aeromonas simiae CIP 107798	100	3987694	3640	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas simiae	WGS
29489.6	Aeromonas enteropelogenes strain LK14	49	4678346	4407	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas enteropelogenes	WGS
29491.14	Aeromonas salmonicida subsp. salmonicida strain JF3224	133	4806166	4904	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. salmonicida	WGS
324617.3	Aeromonas tecta CECT 7082	51	4755221	4267	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas tecta	WGS
347534.5	Zobellella denitrificans strain ZD1	217	4051699	3990	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella	Zobellella denitrificans	WGS
347535.3	Zobellella taiwanensis strain JCM 13381	110	3618741	3478	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella	Zobellella taiwanensis	WGS
380703.7	Aeromonas hydrophila subsp. hydrophila ATCC 7966	1	4744448	4235	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila subsp. hydrophila	Complete
440079.5	Aeromonas bivalvium strain ZJ19-2	38	4256224	3988	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas bivalvium	WGS
502790.5	Aeromonas diversa strain E2102	23	4502955	4166	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas diversa	WGS
511062.4	Oceanimonas sp. GK1	3	3527244	3230	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas sp. GK1	Complete
558884.3	Aeromonas sp. AE122	196	4394373	3914	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas lacus	WGS
558964.4	Aeromonas aquatica strain MX16A	1	4783504	4437	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas aquatica	Complete
591962.3	Aeromonas fluvialis LMG 24681	76	3904228	3602	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas fluvialis	WGS
595494.3	Tolumonas auensis DSM 9187	1	3471292	3160	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas auensis	Complete
600645.3	Aeromonas piscicola LMG 24783	91	5177970	4662	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas piscicola	WGS
633415.3	Aeromonas sanarellii LMG 24682	98	4186903	3829	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sanarellii	WGS
633417.3	Aeromonas taiwanensis strain LMG 24683	104	4230588	3919	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas taiwanensis	WGS
641510.4	Oceanisphaera arctica strain V1-41	106	3541369	3446	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera arctica	WGS
644.186	Aeromonas hydrophila strain AHNIH2	137	5364399	5323	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	WGS
645.14	Aeromonas salmonicida strain Y577	104	4736406	4591	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida	WGS
646.17	Aeromonas sobria strain TM18	101	4695545	4562	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sobria	WGS
647.26	Aeromonas sp. strain UBA10730	96	3956938	3835	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp.	WGS
648.89	Aeromonas caviae strain CH129	26	4415152	4249	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	WGS
648794.3	Aeromonas rivuli DSM 22539	102	4534147	4153	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas rivuli	WGS
649.3	Aeromonas eucrenophila CECT 4224	22	4540059	4096	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas eucrenophila	WGS
650.5	Aeromonas jandaei strain IMET J	20	4726205	4584	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas jandaei	WGS
651.4	Aeromonas media strain ARB13	180	4612357	4196	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	WGS
652.5	Aeromonas schubertii strain WL1483	1	4400034	4435	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas schubertii	Complete
654.27	Aeromonas veronii strain TTU2014-108AME	62	4533329	4299	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	WGS
656.8	Aeromonas allosaccharophila strain Z9-6	66	4585928	4244	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas allosaccharophila	WGS
697046.3	Aeromonas sp. O23A strain O23A	5	4935342	4717	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. O23A	Complete
70856.3	Aeromonas popoffii CIP 105493	105	4762473	4280	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas popoffii	WGS
73010.3	Aeromonas encheleia CECT 4342	35	4472527	4053	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas encheleia	WGS
80745.4	Aeromonas salmonicida subsp. smithia strain JF4097	344	4307636	4707	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida subsp. smithia	WGS
84158.3	Oceanimonas doudoroffii strain ATCC 27123	19	3832938	3659	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas doudoroffii	WGS
931529.6	Aeromonas lusitana strain MDC 2473	66	4537799	4232	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas lusitana	WGS
948519.3	Aeromonas rivipollensis strain KN-Mc-11N1	1	4508901	4238	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas rivipollensis	Complete
1131336.3	Akkermansia sp. KLE1605	54	3108219	3258	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. KLE1605	WGS
1262691.3	Akkermansia sp. CAG:344	78	3024253	2985	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. CAG	WGS
1263034.3	Akkermansia muciniphila CAG:154	81	2721828	2811	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila CAG	WGS
1574264.3	Akkermansia sp. KLE1797	51	3109783	3281	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. KLE1797	WGS
1574265.3	Akkermansia sp. KLE1798	40	3113726	3272	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. KLE1798	WGS
1638783.3	Akkermansia sp. UNK.MGS-1	40	2770805	2876	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. UNK.MGS-1	WGS
1679444.4	Akkermansia glycaniphila strain APytT	1	3074078	2797	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia glycaniphila	Complete
1872421.5	Akkermansia sp. strain UBA9119	59	2925157	2931	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp.	WGS
1896967.3	Akkermansia sp. 54_46	36	2966498	3025	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. 54_46	WGS
1929996.4	Akkermansia sp. Phil8	37	2437735	2450	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. Phil8	WGS
1945963.3	Akkermansia sp. UBA3271	37	2450463	2447	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. UBA3271	WGS
1945964.3	Akkermansia sp. UBA5128	191	2051804	2719	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. UBA5128	WGS
1945965.3	Akkermansia sp. UBA7059	31	2439829	2386	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. UBA7059	WGS
1945966.3	Akkermansia sp. UBA7090	31	2447227	2384	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. UBA7090	WGS
1951347.3	Akkermansiaceae bacterium UBA1009	147	3571133	3215	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1009	WGS
1951348.3	Akkermansiaceae bacterium UBA1011	380	3205220	3106	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1011	WGS
1951349.3	Akkermansiaceae bacterium UBA1090	213	3746170	3307	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1090	WGS
1951350.3	Akkermansiaceae bacterium UBA1315	50	3090470	3161	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1315	WGS
1951351.3	Akkermansiaceae bacterium UBA1506	142	3541285	3203	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1506	WGS
1951352.3	Akkermansiaceae bacterium UBA1507	230	3863479	3412	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1507	WGS
1951353.3	Akkermansiaceae bacterium UBA1518	229	3759364	3367	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1518	WGS
1951354.3	Akkermansiaceae bacterium UBA1527	137	3611702	3281	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1527	WGS
1951355.3	Akkermansiaceae bacterium UBA1955	271	3230567	2887	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1955	WGS
1951356.3	Akkermansiaceae bacterium UBA1982	387	3387273	3116	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA1982	WGS
1951357.3	Akkermansiaceae bacterium UBA2367	110	4377242	4056	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA2367	WGS
1951358.3	Akkermansiaceae bacterium UBA2381	60	5919985	5278	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA2381	WGS
1951359.3	Akkermansiaceae bacterium UBA3157	237	3643893	3260	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA3157	WGS
1951360.3	Akkermansiaceae bacterium UBA3385	75	2562533	2282	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA3385	WGS
1951361.3	Akkermansiaceae bacterium UBA4145	376	3479532	3241	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA4145	WGS
1951362.3	Akkermansiaceae bacterium UBA4581	57	1647218	1539	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA4581	WGS
1951363.3	Akkermansiaceae bacterium UBA4589	63	1489546	1465	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA4589	WGS
1951364.3	Akkermansiaceae bacterium UBA5020	144	5373579	4806	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA5020	WGS
1951365.3	Akkermansiaceae bacterium UBA5688	269	3749609	3384	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA5688	WGS
1951366.3	Akkermansiaceae bacterium UBA5689	184	3809177	3313	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA5689	WGS
1951367.3	Akkermansiaceae bacterium UBA6138	92	4248597	3794	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA6138	WGS
1951368.3	Akkermansiaceae bacterium UBA6541	368	3354277	3129	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA6541	WGS
1951369.3	Akkermansiaceae bacterium UBA6946	265	2233030	1994	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA6946	WGS
1951370.3	Akkermansiaceae bacterium UBA7329	315	2734174	2778	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA7329	WGS
1951371.3	Akkermansiaceae bacterium UBA7331	13	2124651	1829	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA7331	WGS
1951372.3	Akkermansiaceae bacterium UBA7421	241	1981059	2111	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA7421	WGS
1951373.3	Akkermansiaceae bacterium UBA7811	304	3720675	3439	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA7811	WGS
1951374.3	Akkermansiaceae bacterium UBA7890	215	5043582	4117	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA7890	WGS
1951375.3	Akkermansiaceae bacterium UBA956	40	3381575	3152	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA956	WGS
1951376.3	Akkermansiaceae bacterium UBA985	199	1948588	2065	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae bacterium UBA985	WGS
239935.1	Akkermansia muciniphila strain GP40	12	2790720	2776	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	WGS
1007105.3	Pusillimonas sp. T7-7	2	3924810	3706	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas sp. T7-7	Complete
103855.14	Bordetella hinzii strain H568	1	4859884	4527	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii	Complete
1069631.3	Alcaligenes sp. HPC1271	78	4270933	4486	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes sp. HPC1271	WGS
1072685.4	Basilea psittacipulmonis DSM 24701	1	1959069	1692	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Basilea	Basilea psittacipulmonis	Complete
1120623.3	Achromobacter sp. LC458	106	6587560	6105	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. LC458	WGS
1121030.3	Azohydromonas australica DSM 1124	180	8749129	8073	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas australica	WGS
1121118.3	Brackiella oedipodis DSM 13743	15	1915880	1687	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Brackiella	Brackiella oedipodis	WGS
1121388.4	Derxia gummosa DSM 723	19	5181708	4420	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Derxia	Derxia gummosa	WGS
1159870.3	Bordetella sp. FB-8	6	4072817	3871	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella sp. FB-8	WGS
1231391.4	Pusillimonas noertemannii BS8	121	3916977	3602	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas noertemannii	WGS
123899.4	Bordetella trematum strain H064000408	45	4356133	4081	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum	WGS
