family	number of analyses	relative abundance (mean)	relative abundance (median)	relative abundance (75th percentile)	relative abundance (90th percentile)	relative abundance (min)	relative abundance (max)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (n)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (mean)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (median)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (75th percentile)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (90th percentile)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (min)	4.1.taxonomy.Spearman_rank_correlation.order.only_actual_rank.txt (max)
super kingdom.Bacteria;kingdom.NA.Firmicutes_oral_clone_FM046;phylum.NA.Firmicutes_oral_clone_FM046;class.NA.Firmicutes_oral_clone_FM046;order.NA.Firmicutes_oral_clone_FM046;family.NA.Firmicutes_oral_clone_FM046	155	0.0006858781425204344	0.00031407989787337514	0.0006783787645253322	0.001396400773600357	0.00010026381917420212	0.016374409480342703	11935	0.15452946049434438	0.1485091	0.19031072500000001	0.24707402	0.0020684000000000258	0.45624285
super kingdom.Bacteria;kingdom.NA.bacterium_enrichment_culture_clone_25(2013);phylum.NA.bacterium_enrichment_culture_clone_25(2013);class.NA.bacterium_enrichment_culture_clone_25(2013);order.NA.bacterium_enrichment_culture_clone_25(2013);family.NA.bacterium_enrichment_culture_clone_25(2013)	153	0.0003072962211493528	0.00019950863872405676	0.0003279524833290821	0.0006175907817074513	0.0001000816455529511	0.0020393902954272155	11628	0.1889432049664603	0.17365365	0.24553952499999998	0.31029684500000004	0.009730249999999996	0.4977223
super kingdom.Bacteria;kingdom.NA.agricultural_soil_bacterium_SC-I-81;phylum.NA.agricultural_soil_bacterium_SC-I-81;class.NA.agricultural_soil_bacterium_SC-I-81;order.NA.agricultural_soil_bacterium_SC-I-81;family.NA.agricultural_soil_bacterium_SC-I-81	152	0.00022980333172069068	0.0001693661494201411	0.00022454589095054268	0.0004120611111681765	0.00010019789083439794	0.0016324841350133358	11476	0.24152720616504011	0.242577925	0.31391706249999995	0.383225425	0.007600349999999978	0.5651477
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.Bernardetiaceae	152	0.001680286395776868	0.0002417523067923705	0.0005155185668677682	0.0019176405626782924	0.00010233319688907081	0.080955818105839	11476	0.35241555469240154	0.3517259	0.43486071249999997	0.517007575	0.0032725000000000115	0.81300935
super kingdom.Bacteria;kingdom.NA.Verrucomicrobia;phylum.Verrucomicrobia;class.NA.Verrucomicrobia_bacterium_SCGC_AAA027-I19;order.NA.Verrucomicrobia_bacterium_SCGC_AAA027-I19;family.NA.Verrucomicrobia_bacterium_SCGC_AAA027-I19	152	0.0007383867322118326	0.0003715280575704468	0.0009296174573791825	0.001983672731811192	0.00010151897770389452	0.0048525024859131585	11476	0.2970052818708609	0.32041237499999997	0.428007525	0.488632975	0.0032725000000000115	0.5940679
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.NA.Thiolapillus;family.NA.Thiolapillus	149	0.00038430508440452193	0.00021298187148423308	0.0004372922861640721	0.0009017778004623216	0.00010166303786100969	0.0022081462974673704	11026	0.25633708729820426	0.2628607	0.353191775	0.418430875	0.0036688500000000013	0.5451616
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.NA.Clostridiales_bacterium_42_27	147	0.0013342103905251213	0.0002798922237791473	0.0007749370551045388	0.0022243831175297745	0.00010215581193601479	0.026391048156465327	10731	0.19997051344702266	0.1735735	0.260348625	0.32885595	8.140000000000924e-05	0.7303199
super kingdom.Bacteria;kingdom.NA.bacterium_Ellin6529;phylum.NA.bacterium_Ellin6529;class.NA.bacterium_Ellin6529;order.NA.bacterium_Ellin6529;family.NA.bacterium_Ellin6529	146	0.0004155407167025189	0.00040875041083947717	0.0006191985300556627	0.0007258138916922988	0.00010075802275680398	0.0021828000997313837	10585	0.10941550232404347	0.09916405	0.13350615	0.21162525	0.004484350000000026	0.54457435
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.NA.bacterium_episymbiont_of_Kiwa_sp.;family.NA.bacterium_episymbiont_of_Kiwa_sp.	143	0.001582091701634242	0.00024694009018681555	0.000611537218042558	0.0026707955974319365	0.00010051934997487016	0.039717902674187275	10153	0.27182956082931153	0.26742365	0.33605684999999996	0.39269655000000014	0.003512049999999989	0.58887885
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.NA.delta_proteobacterium_WY32;family.NA.delta_proteobacterium_WY32	141	0.00016227098914632095	0.0001399849516177011	0.00017703188344220794	0.00021102183264345428	0.00010068871078174715	0.0008256786046031583	9870	0.15009104940729484	0.028370549999999994	0.28688337500000005	0.51064448	0.007019849999999994	0.64540695
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.Burkholderiales;family.NA.Sphaerotilus	139	0.010058207670486409	0.00040655436338889574	0.007951792114767698	0.026031911768455616	0.00010061486864169927	0.13062013002726378	9591	0.30546854010530705	0.31580074999999996	0.41242235	0.46680545	0.0025872499999999854	0.6599718
super kingdom.Bacteria;kingdom.NA.Cyanobacteria;phylum.Cyanobacteria;class.NA.Pleurocapsales;order.Pleurocapsales;family.Hyellaceae	139	0.0008909594274607776	0.0002870914001973248	0.0006783479863185832	0.002395173249198134	0.0001009838714331054	0.015198160805489233	9591	0.31433424044416647	0.32330415	0.407145225	0.4823695	0.014390349999999996	0.76357965
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.NA.delta_proteobacterium_enrichment_culture_clone_AP-FeEnrich11;family.NA.delta_proteobacterium_enrichment_culture_clone_AP-FeEnrich11	139	0.0013294474265850942	0.000963480143070202	0.0015418214368850072	0.002611964190943806	0.00010238383700493148	0.006778711484593838	9591	0.051206546835575024	0.03241575000000002	0.04600222500000001	0.15123215	0.006754949999999982	0.35712175
super kingdom.Bacteria;kingdom.NA.bacterium_Ellin6505;phylum.NA.bacterium_Ellin6505;class.NA.bacterium_Ellin6505;order.NA.bacterium_Ellin6505;family.NA.bacterium_Ellin6505	138	0.00026628855545720177	0.00020083774853764088	0.0003458510877023385	0.0004851638614527307	0.00010104144864568372	0.000956036385620088	9453	0.100202537496033	0.08375545000000001	0.13156485	0.17118352999999997	0.008783849999999982	0.5397718499999999
super kingdom.Bacteria;kingdom.NA.Chloroflexi;phylum.Chloroflexi;class.Dehalococcoidia;order.NA.Dehalogenimonas;family.NA.Dehalogenimonas	137	0.0002011099109992891	0.00015423819742489271	0.00022439133849433412	0.00034034928053929036	0.00010114518829862555	0.0008445282425956478	9316	0.3094198407041649	0.30744530000000003	0.43303278749999996	0.512814325	0.00886365	0.6748022499999999
super kingdom.Bacteria;kingdom.NA.Cyanobacteria;phylum.Cyanobacteria;class.Gloeobacteria;order.Gloeobacterales;family.Gloeobacteraceae	137	0.0012677008526030195	0.0002755441997945943	0.0007452675510508272	0.002027449082428513	0.00010027408249214519	0.04368937420320381	9316	0.26202728410261916	0.249188725	0.3395913625	0.433884925	0.008256700000000006	0.6288328
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Bacteroidia;order.Bacteroidales;family.NA.Phocaeicola	136	0.0010491121398580013	0.0003251348426254624	0.0010448566527304025	0.003546021193122328	0.00010050363488146154	0.009610162531625449	9180	0.15231656566448804	0.14599932499999999	0.19036098750000002	0.23432413000000005	0.006373450000000003	0.36556900000000003
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.NA.delta_proteobacterium_enrichment_culture_clone_AP-FeEnrich12;family.NA.delta_proteobacterium_enrichment_culture_clone_AP-FeEnrich12	133	0.00046687694768391563	0.000222209054278265	0.0004437498794157936	0.0012409271984980422	0.0001012312247712807	0.0036371945994325213	8778	0.24148371197881066	0.252296375	0.29689266249999996	0.34087397500000005	0.011794000000000027	0.5523688
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Kordiimonadales;family.Temperatibacteraceae	132	0.0004001540654166828	0.00029083286100691635	0.00042913261516791144	0.0006700623845074929	0.00010317132789435256	0.00795791948635247	8646	0.27261249108836455	0.282772125	0.3339224	0.3785846	0.007528599999999996	0.5074748
super kingdom.Bacteria;kingdom.NA.Candidatus_Saccharibacteria;phylum.Candidatus_Saccharibacteria;class.NA.TM7_phylum_sp._oral_clone_CW040;order.NA.TM7_phylum_sp._oral_clone_CW040;family.NA.TM7_phylum_sp._oral_clone_CW040	131	0.0002836268517782048	0.00019587359623922696	0.0003373410283746092	0.0005197132616487455	0.00010056893281995288	0.00225448127279938	8515	0.13006959496770404	0.1264116	0.159616975	0.19507115000000003	0.004571250000000027	0.4821071
super kingdom.Bacteria;kingdom.NA.bacterium_WH6-5;phylum.NA.bacterium_WH6-5;class.NA.bacterium_WH6-5;order.NA.bacterium_WH6-5;family.NA.bacterium_WH6-5	130	0.0012472991025120105	0.0007699336592488291	0.0017365764670263814	0.002640859446081946	0.00010321591294475	0.007168969282628305	8385	0.20468994086463924	0.1902006	0.2732018	0.33649218000000003	0.0174049	0.59357445
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.NA.gamma_proteobacterium_126;family.NA.gamma_proteobacterium_126	130	0.004254311836310728	0.0028044723332602845	0.006078544507819437	0.012819426440117966	0.00010145589205093085	0.016643410568060808	8385	0.14400762874776388	0.0961495	0.2344807	0.30614169	0.007106849999999998	0.4457129
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Desulfovibrionales;family.Desulfohalobiaceae	129	0.0033478750781729214	0.0002905649412643726	0.001415956240489298	0.006183085164376143	0.00010043329794255216	0.12109000191901746	8256	0.3532917332788275	0.34279225	0.4344198	0.523956075	0.00886365	0.8381867000000001
super kingdom.Bacteria;kingdom.NA.Candidatus_Atribacteria;phylum.Candidatus_Atribacteria;class.NA.Atribacteria_bacterium_JGI_0000014-F07;order.NA.Atribacteria_bacterium_JGI_0000014-F07;family.NA.Atribacteria_bacterium_JGI_0000014-F07	129	0.00041087197923107865	0.00027874162573650265	0.0004777260241251642	0.0005997883035143215	0.00010060924487172321	0.007336580672319442	8256	0.23655141610949612	0.25486247500000003	0.306794825	0.34142312500000005	0.006644250000000018	0.61115295
super kingdom.Bacteria;kingdom.NA.Acidobacteria;phylum.Acidobacteria;class.NA.Acidobacteria_bacterium_13_2_20CM_56_17;order.NA.Acidobacteria_bacterium_13_2_20CM_56_17;family.NA.Acidobacteria_bacterium_13_2_20CM_56_17	126	0.000310700706171385	0.00027044294060886475	0.00039135402072410224	0.0005189808448771644	0.00010128348685284072	0.0016279497742104443	7875	0.05407853477460317	0.050175650000000016	0.066935775	0.08435072000000002	0.012145149999999993	0.1865929
super kingdom.Archaea;kingdom.NA.Candidatus_Heimdallarchaeota;phylum.Candidatus_Heimdallarchaeota;class.NA.Candidatus_Heimdallarchaeota_archaeon_LC_3;order.NA.Candidatus_Heimdallarchaeota_archaeon_LC_3;family.NA.Candidatus_Heimdallarchaeota_archaeon_LC_3	126	0.0005077437291805138	0.00022968405579994953	0.0005059718739569345	0.0011862256245505566	0.00010297303753985056	0.006472126279092288	7875	0.261631525384127	0.24695715000000001	0.3406883	0.42668028	0.006761399999999973	0.60234765
super kingdom.Bacteria;kingdom.NA.bacterium_enrichment_culture_clone_136(2011);phylum.NA.bacterium_enrichment_culture_clone_136(2011);class.NA.bacterium_enrichment_culture_clone_136(2011);order.NA.bacterium_enrichment_culture_clone_136(2011);family.NA.bacterium_enrichment_culture_clone_136(2011)	125	0.0006744110249057088	0.00023441162681669012	0.0004283707422783024	0.0013377340795821982	0.00010033221109897215	0.008271735304470257	7750	0.4204511665806452	0.45933815	0.5501443375	0.61219957	0.008265899999999993	0.8273988
super kingdom.Archaea;kingdom.NA.Euryarchaeota;phylum.Euryarchaeota;class.Halobacteria;order.Haloferacales;family.Haloferacaceae	125	0.006766929248990625	0.00047281780110774454	0.0018848774829636073	0.01567275002712474	0.00010301844030081384	0.25473366609325543	7750	0.3752314884580646	0.372836225	0.4742139125	0.5671231550000001	0.01399155000000002	0.8735875
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Clostridiales_Family_XVII._Incertae_Sedis	124	0.015378180368022461	0.0005049516379373691	0.002861015482508445	0.022639107741138607	0.00010250324473299348	0.49910074142951527	7626	0.46015300915289803	0.49043135000000004	0.6120177250000001	0.676698825	0.011743500000000018	0.85638725
super kingdom.Bacteria;kingdom.NA.Firmicutes;phylum.Firmicutes;class.Clostridia;order.Clostridiales;family.Symbiobacteriaceae	123	0.0027376125643040704	0.00019107671730199676	0.0007130303691750047	0.0026091882817992126	0.00010074382524304448	0.1293402777777778	7503	0.42433712038517923	0.43821465	0.5240109500000001	0.6209169400000001	0.011158100000000004	0.8244975
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.NA.Candidatus_Thioglobus;family.NA.Candidatus_Thioglobus	122	0.0005660218249207627	0.00031347257901887253	0.0005334143212959654	0.0012112150494548272	0.00010401202757264295	0.005363652770258076	7381	0.16522950400352257	0.16265954999999999	0.20219735	0.23891069999999998	0.007678699999999983	0.35516749999999997
super kingdom.Bacteria;kingdom.NA.Chloroflexi;phylum.Chloroflexi;class.NA.Chloroflexi_bacterium_RBG_13_46_9;order.NA.Chloroflexi_bacterium_RBG_13_46_9;family.NA.Chloroflexi_bacterium_RBG_13_46_9	121	0.0007161116881185227	0.00031432767371756886	0.0010411431033244777	0.0019051284518425864	0.00010059539901793742	0.003659380872317278	7260	0.2532052556198347	0.269532325	0.328214625	0.382834775	0.011889949999999982	0.6314028
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Betaproteobacteria;order.NA.bacterium_Ellin6067;family.NA.bacterium_Ellin6067	117	0.00025123651274877064	0.00018765833672160885	0.00027216547660977876	0.00045607641489128845	0.00010079070306554924	0.0019726132337450925	6786	0.17917400163572061	0.1813411	0.24142970000000002	0.28304712499999996	0.006397299999999995	0.48600905
super kingdom.Bacteria;kingdom.NA.Verrucomicrobia;phylum.Verrucomicrobia;class.NA.Verrucomicrobia_bacterium_ADurb.Bin474;order.NA.Verrucomicrobia_bacterium_ADurb.Bin474;family.NA.Verrucomicrobia_bacterium_ADurb.Bin474	117	0.0005211936162337833	0.00029066517607602015	0.0005062494441517928	0.001089865927095212	0.0001011216727080384	0.003694210970947465	6786	0.306575256579723	0.307962775	0.397232225	0.4732413	0.003301149999999975	0.6775303500000001
super kingdom.Bacteria;kingdom.NA.bacterium_Ellin7505;phylum.NA.bacterium_Ellin7505;class.NA.bacterium_Ellin7505;order.NA.bacterium_Ellin7505;family.NA.bacterium_Ellin7505	114	0.0007891493836873532	0.00027887342799139933	0.0012527473112908622	0.002322913466312795	0.0001036001036001036	0.0035537907100907633	6441	0.14591209813693526	0.12474764999999999	0.16204030000000003	0.2501083	0.008132199999999978	0.68382155
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.NA.Deltaproteobacteria_bacterium_RBG_13_61_14;family.NA.Deltaproteobacteria_bacterium_RBG_13_61_14	114	0.00059778247653151	0.00033019414197889047	0.0005766483316416854	0.001230228464552402	0.00010121059112608028	0.00470663316182043	6441	0.25402699844744603	0.26006185000000004	0.36749875	0.4567481	0.011889949999999982	0.64518035
super kingdom.Bacteria;kingdom.NA.Gemmatimonadetes;phylum.Gemmatimonadetes;class.NA.bacterium_Ellin5220;order.NA.bacterium_Ellin5220;family.NA.bacterium_Ellin5220	113	0.00016110317758034011	0.00013466199838405601	0.00016496054693585784	0.00023660892166553642	0.00010251476606918958	0.000528908445635097	6328	0.05889395048198483	0.04394685000000001	0.06737749999999999	0.12912333499999998	0.00409474999999998	0.21024464999999998
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Epsilonproteobacteria;order.Nautiliales;family.Nautiliaceae	113	0.0014309759962791932	0.00040280653108635986	0.0010474533346262515	0.0022279416510201182	0.00010040286650183863	0.027311599688782117	6328	0.22072294231984826	0.16271834999999998	0.268055225	0.43092322000000205	0.015591049999999995	0.84084855
super kingdom.Bacteria;kingdom.NA.Actinobacteria;phylum.Actinobacteria;class.Actinobacteria;order.Catenulisporales;family.Actinospicaceae	113	0.000752584917891448	0.0002898402468756926	0.001163141993957704	0.0018850407858539996	0.00010099479876786346	0.00481272147844209	6328	0.15441609621523386	0.14993562500000002	0.21423186249999998	0.25094755999999996	0.004484350000000026	0.50592645
super kingdom.Bacteria;kingdom.NA.Chloroflexi;phylum.Chloroflexi;class.Dehalococcoidia;order.Dehalococcoidales;family.Dehalococcoidaceae	112	0.00020565479270890928	0.00014301618078748588	0.00021060319373137788	0.00034406139675479736	0.00010006404098623118	0.0017064846416382253	6216	0.3127371669079794	0.312274675	0.3924545375	0.459831225	0.011889949999999982	0.72220655
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.NA.Bacteroidetes_oral_taxon_274;order.NA.Bacteroidetes_oral_taxon_274;family.NA.Bacteroidetes_oral_taxon_274	112	0.000475382577430789	0.0002574376868739445	0.0004509291066660847	0.0008554191677784427	0.00010254517114789065	0.00897226753670473	6216	0.14407612681788934	0.13089045	0.1702995625	0.21050595	0.004571250000000027	0.742474
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Chelatococcaceae	111	0.0009596725324953252	0.00027218290691344586	0.0009854130089471302	0.002718243596445374	0.00010057394196213056	0.00902381979608983	6105	0.37564871661752663	0.3885705	0.46026725	0.5221133500000001	0.004775250000000009	0.7476494
super kingdom.Bacteria;kingdom.NA.Planctomycetes;phylum.Planctomycetes;class.Planctomycetia;order.NA.Planctomycetia_bacterium_WSF3-27;family.NA.Planctomycetia_bacterium_WSF3-27	111	0.00034981274776774043	0.00024485717216437197	0.0004862049785018656	0.000621062904799929	0.00010211862099014215	0.0013994864493203363	6105	0.12388819258804258	0.12451279999999998	0.15729195	0.19361018000000002	0.009507299999999996	0.4646555
super kingdom.Archaea;kingdom.NA.Euryarchaeota;phylum.Euryarchaeota;class.Halobacteria;order.Halobacteriales;family.Halobacteriaceae	111	0.006803816744168763	0.0004720492383667096	0.0022783619794458465	0.014201293016364738	0.00010060924487172321	0.16303238263906825	6105	0.4275596302620803	0.4350352	0.53108205	0.61460325	0.01399155000000002	0.8761164
super kingdom.Bacteria;kingdom.NA.Chlamydiae;phylum.Chlamydiae;class.NA.Chlamydiae_bacterium_Ga0074140;order.NA.Chlamydiae_bacterium_Ga0074140;family.NA.Chlamydiae_bacterium_Ga0074140	110	0.0002740911290309758	0.00020124301515966707	0.00030196338412734607	0.0004849408955459152	0.0001011454724757883	0.0016210680321872713	5995	0.06544477336113427	0.046534850000000016	0.06636254999999999	0.1412701300000001	0.00857730000000001	0.2893574
super kingdom.Bacteria;kingdom.NA.agricultural_soil_bacterium_SC-I-11;phylum.NA.agricultural_soil_bacterium_SC-I-11;class.NA.agricultural_soil_bacterium_SC-I-11;order.NA.agricultural_soil_bacterium_SC-I-11;family.NA.agricultural_soil_bacterium_SC-I-11	109	0.00018554292541994127	0.0001541148669474982	0.0002167455025308225	0.0003012635348729331	0.00010032773727509866	0.0007036923934835429	5886	0.20538997686034657	0.212649275	0.28267901249999994	0.329105325	0.0066855499999999846	0.4790285
super kingdom.Bacteria;kingdom.NA.candidate_division_NC10;phylum.candidate_division_NC10;class.NA.NC10_bacterium_enrichment_culture_clone_Ino-F12;order.NA.NC10_bacterium_enrichment_culture_clone_Ino-F12;family.NA.NC10_bacterium_enrichment_culture_clone_Ino-F12	109	0.0003853588739861819	0.00025907498454382194	0.0005084329745082226	0.0008370201541000643	0.00010109349463362032	0.0013242793947761404	5886	0.20849059433401287	0.223146425	0.26015913749999997	0.29282655	0.006043899999999991	0.6565485
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.NA.bacterium_Ellin5080;family.NA.bacterium_Ellin5080	106	0.0002500651262627743	0.00016587009972375506	0.00027886676187272963	0.00041375526899099975	0.00010138848867117045	0.001736950297724967	5565	0.16469183222821204	0.13232585000000002	0.23807645	0.35669522000000004	0.00982145000000001	0.6229652
super kingdom.Bacteria;kingdom.NA.bacterium_endosymbiont_of_Osedax_mucofloris;phylum.NA.bacterium_endosymbiont_of_Osedax_mucofloris;class.NA.bacterium_endosymbiont_of_Osedax_mucofloris;order.NA.bacterium_endosymbiont_of_Osedax_mucofloris;family.NA.bacterium_endosymbiont_of_Osedax_mucofloris	105	0.003939980737647861	0.000384538884837234	0.001794067839238108	0.009633433358085378	0.00010709095081465617	0.064497797982668	5460	0.27543431421245423	0.26733655	0.3411376625	0.41749119000000007	0.012173299999999998	0.66916755
super kingdom.Bacteria;kingdom.NA.candidate_division_Zixibacteria;phylum.candidate_division_Zixibacteria;class.NA.candidate_division_Zixibacteria_bacterium_RBG_16_43_9;order.NA.candidate_division_Zixibacteria_bacterium_RBG_16_43_9;family.NA.candidate_division_Zixibacteria_bacterium_RBG_16_43_9	104	0.0006286155705176205	0.0002533164480991287	0.0004053001849406335	0.0010003580645550343	0.00010145417653026716	0.00895984813720097	5356	0.24336082347834206	0.26052149999999996	0.3318654	0.39376485	0.016305349999999996	0.64518035
super kingdom.Bacteria;kingdom.NA.bacterium_symbiont_of_Idas_sp.;phylum.NA.bacterium_symbiont_of_Idas_sp.;class.NA.bacterium_symbiont_of_Idas_sp.;order.NA.bacterium_symbiont_of_Idas_sp.;family.NA.bacterium_symbiont_of_Idas_sp.	103	0.0005061732984247733	0.00020750739927700055	0.00039969846792877297	0.0008153692341267686	0.00010077418283993503	0.009298063276002726	5253	0.3133222883780697	0.3103383	0.40418315	0.47408365	0.006167450000000019	0.7063557
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.NA.gamma_proteobacterium_W1.09-152;family.NA.gamma_proteobacterium_W1.09-152	101	0.00048498774582429483	0.0003249204422740608	0.0005151841323287243	0.0008828701305334432	0.00010182884607551628	0.005302175820150196	5050	0.2737572387821782	0.25281624999999996	0.3879622	0.46935060500000003	0.0005940500000000126	0.6191405
super kingdom.Archaea;kingdom.NA.Euryarchaeota;phylum.Euryarchaeota;class.Halobacteria;order.Haloferacales;family.Halorubraceae	101	0.015201347001138937	0.00038634338449267504	0.005625155194633144	0.05929144267207191	0.00010011142837244933	0.17978280827412804	5050	0.4268866637623762	0.43588395	0.520768175	0.588624545	0.0	0.81578945
super kingdom.Bacteria;kingdom.NA.candidate_division_NC10;phylum.candidate_division_NC10;class.NA.Candidatus_Methylomirabilis;order.NA.Candidatus_Methylomirabilis;family.NA.Candidatus_Methylomirabilis	100	0.0017957924966819291	0.0002870579582335265	0.0008643492719688608	0.0045399548756163794	0.00010265301001437142	0.03932931210008041	4950	0.32624143521212123	0.315891625	0.4089761875	0.501750995	0.011889949999999982	0.7822521
super kingdom.Bacteria;kingdom.NA.bacterium_enrichment_culture_clone_58;phylum.NA.bacterium_enrichment_culture_clone_58;class.NA.bacterium_enrichment_culture_clone_58;order.NA.bacterium_enrichment_culture_clone_58;family.NA.bacterium_enrichment_culture_clone_58	99	0.00027992722577304324	0.00018032097132896556	0.00030236672499323774	0.0006544031454190135	0.00010025464680287932	0.0014991416205237323	4851	0.22286317879818596	0.2218449	0.279571025	0.3346417	0.006761399999999973	0.6458281
super kingdom.Bacteria;kingdom.NA.Planctomycetes;phylum.Planctomycetes;class.NA.Planctomycetes_bacterium_RBG_16_64_12;order.NA.Planctomycetes_bacterium_RBG_16_64_12;family.NA.Planctomycetes_bacterium_RBG_16_64_12	98	0.0002155547098712403	0.00014659562010420585	0.00021584409874498542	0.0003269965970398891	0.00010012399972273354	0.0016370913842433709	4753	0.25640791776772565	0.25634199999999996	0.31060085000000004	0.37567226	0.0016210999999999864	0.57343825
super kingdom.Bacteria;kingdom.NA.bacterium_BW3PhG32;phylum.NA.bacterium_BW3PhG32;class.NA.bacterium_BW3PhG32;order.NA.bacterium_BW3PhG32;family.NA.bacterium_BW3PhG32	98	0.00024238411011325212	0.0001835187544909984	0.00027566273677958936	0.00040157991782091746	0.00010066254255280208	0.001388663005266911	4753	0.16995220657479485	0.13522255	0.21627805	0.32774322000000006	0.024411200000000022	0.53275375
super kingdom.Bacteria;kingdom.NA.Candidatus_Moduliflexus;phylum.NA.Candidatus_Moduliflexus;class.NA.Candidatus_Moduliflexus;order.NA.Candidatus_Moduliflexus;family.NA.Candidatus_Moduliflexus	98	0.0006318167174220766	0.00022877514473190378	0.0005373283474162866	0.0012434209029419073	0.00010006404098623118	0.006608472653745623	4753	0.2284136579423522	0.21591115	0.33180149999999997	0.4227237200000001	0.002488649999999981	0.58788965
super kingdom.Bacteria;kingdom.NA.Thermotogae;phylum.Thermotogae;class.Thermotogae;order.Petrotogales;family.NA.Defluviitoga	98	0.03171202993528708	0.008309005686100044	0.041734697594754774	0.0930094884377469	0.00011031287489141077	0.218127929418252	4753	0.331560997401641	0.3283835	0.40172885	0.4789673	0.008219350000000014	0.7042855
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Deltaproteobacteria;order.Myxococcales;family.Labilitrichaceae	97	0.00023652458920346613	0.00015690038671330606	0.0002698128479972528	0.0003518527064895095	0.00010058890230074252	0.0029454897188679833	4656	0.24103886069587627	0.232777125	0.339366175	0.4532525	0.009429799999999988	0.6062247000000001
super kingdom.Archaea;kingdom.NA.Euryarchaeota;phylum.Euryarchaeota;class.Methanomicrobia;order.Methanosarcinales;family.Methermicoccaceae	97	0.0005364480667240609	0.0002970186750491937	0.0004661050669031297	0.0007708690227393269	0.00010274268904654785	0.007883179435775024	4656	0.4027902464669244	0.41919422500000003	0.5445834375	0.645525525	0.006644250000000018	0.8333273999999999
super kingdom.Bacteria;kingdom.NA.Bacteroidetes;phylum.Bacteroidetes;class.Cytophagia;order.Cytophagales;family.NA.Luteivirga	96	0.00045073998215562427	0.0002585105795041091	0.00048716387698331153	0.0010123787746665293	0.0001000040352505452	0.003780151206048242	4560	0.32425194128289475	0.3239032	0.4494765375	0.5324132500000001	0.017813000000000023	0.7122444
super kingdom.Bacteria;kingdom.NA.Proteobacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.NA.Litorivivens;family.NA.Litorivivens	96	0.0011607933547274944	0.0007579922140107097	0.001469759287304328	0.0017074766029110914	0.0001047214409670277	0.012213820000595434	4560	0.3241241100877193	0.3597319	0.4406126	0.47416263000000003	0.004218149999999976	0.6960313499999999
super kingdom.Bacteria;kingdom.NA.bacterium_enrichment_culture_clone_auto2_4W;phylum.NA.bacterium_enrichment_culture_clone_auto2_4W;class.NA.bacterium_enrichment_culture_clone_auto2_4W;order.NA.bacterium_enrichment_culture_clone_auto2_4W;family.NA.bacterium_enrichment_culture_clone_auto2_4W	96	0.0004337815815465657	0.00021605727528685272	0.0003820382095912593	0.0008116605925555877	0.00010101236840333116	0.005954830432572438	4560	0.21707875182017544	0.20841242499999998	0.2963392	0.34901708000000004	0.010557050000000012	0.5667367
